truck,car,motor,bus,train,build,sky,wall,vaget,bike,road,terrain,pole,bridge,person,traffic sign,side walk,traffic light,rider,lat,lng
0.001310349,,4.96E-05,,,0.012773514,0.593315125,0.020593643,0.107458115,0.000139236,0.219329834,0.002796173,0.003580093,0.023864746,0.000324249,0.001676559,0.013708115,5.53E-05,1.91E-06,114.1570264,22.62896142
0.028366089,0.022989273,0.000701904,,,0.019939423,0.298019409,0.010232925,0.388019562,,0.075323105,,0.000823975,0.133361816,0.000459671,0.000789642,0.021949768,,,113.8701473,22.56878801
5.72E-06,0.000402451,,,,0.036172867,0.455778122,,0.303180695,4.96E-05,0.139770508,0.054325104,0.00343895,1.72E-05,2.48E-05,0.005090714,0.002639771,8.01E-05,,114.0706912,22.6200104
0.000627518,0.033678055,0.005342484,5.72E-06,,0.268865585,0.2430439,9.54E-06,0.322467804,0.002550125,0.106327057,,0.000747681,0.010969162,0.000415802,0.001890182,0.00403595,,,113.9117197,22.51515968
5.72E-06,0.001317978,0.001724243,,,0.037395477,0.042984009,0.038583755,0.695983887,0.010404587,0.081602097,0.002006531,0.008478165,0.011095047,0.01848793,0.001537323,0.047319412,2.29E-05,0.002027512,113.9027298,22.58104232
,0.075891495,0.000238419,,,0.374437332,0.081945419,,0.334732056,0.012102127,0.092626572,,0.001659393,0.000106812,0.00459671,0.000743866,0.021764755,,0.000131607,114.0353654,22.52236349
9.16E-05,0.001562119,3.81E-06,8.01E-05,,5.91E-05,0.267269135,,0.571886063,8.77E-05,0.134700775,0.002254486,1.91E-05,,,0.000371933,0.022590637,,,114.1721682,22.62423123
0.00245285,0.002025604,9.54E-05,,7.63E-06,0.450595856,0.209768295,0.026481628,0.110990524,0.012624741,0.070331573,0.000249863,0.00182724,0.018857956,0.000894547,0.003349304,0.083681107,0.000150681,0.006591797,114.1108584,22.54573215
0.000915527,0.00689888,0.000352859,,1.14E-05,0.039613724,0.571462631,0.011407852,0.089061737,2.29E-05,0.182844162,5.91E-05,0.001253128,0.021373749,0.000522614,0.001514435,0.071269989,0.002361298,3.05E-05,113.9544825,22.57128906
0.000146866,0.053009033,,,,0.267980576,0.363405228,0.000812531,0.11126709,,0.162267685,1.72E-05,0.003036499,0.014274597,0.003519058,0.001779556,0.019081116,1.91E-06,0.000377655,114.0694063,22.62279204
0.002521515,0.012517929,0.000326157,1.91E-06,,0.272188187,0.230840683,,0.256147385,0.00340271,0.11756134,0.011659622,0.002819061,0.062250137,0.008323669,0.001834869,0.018486023,9.54E-05,,114.104126,22.56025333
0.008026123,0.000226974,,,,0.02097702,0.608091354,0.031164169,0.016326904,,0.116901398,0.00226593,0.005783081,0.178777695,0.000322342,0.000404358,0.011707306,1.91E-06,,113.9315077,22.56830669
0.000837326,0.010686874,0.000181198,,,0.098165512,0.445011139,,0.212409973,0.001281738,0.157203674,0.011434555,0.000150681,0.00242424,,7.25E-05,0.061109543,7.63E-06,,113.8751627,22.50288189
1.91E-05,0.007165909,0.000476837,1.91E-06,,0.451562881,0.162687302,,0.100452423,0.03122139,0.122873306,0.005659103,0.021514893,0.010505676,0.003469467,0.003921509,0.073970795,0.000394821,0.005079269,114.1169704,22.54836058
,0.001194,,,,0.019872665,0.556308746,8.01E-05,0.190620422,0.000146866,0.156787872,,0.002120972,0.057430267,,,0.016414642,,,114.0734795,22.54778526
0.002410889,0.164228439,0.002315521,,,0.101688385,0.35905838,0.000724792,0.283254623,0.000600815,0.078918457,4.58E-05,0.006595612,0.000802994,0.00012207,5.91E-05,0.000120163,3.05E-05,,114.0231954,22.66987526
0.270280838,0.029449463,0.000169754,,3.43E-05,0.002189636,0.565122604,,0.024894714,,0.099248886,0.004095078,0.004589081,0.000148773,0.000106812,0.00028801,0.000139236,0.000219345,,113.8769794,22.6572875
0.001483917,0.039518356,0.004199982,0.015846252,,0.018001556,0.430753708,0.015768051,0.246782303,0.000644684,0.176952362,,0.01578331,0.009422302,0.003223419,0.005628586,0.016433716,3.43E-05,0.000499725,113.9683954,22.56485264
0.407716751,0.001085281,0.000232697,1.34E-05,1.53E-05,0.375656128,0.005332947,,0.004892349,0.000167847,0.146718979,,,0.056865692,,3.05E-05,0.002248764,,,114.0109379,22.57089946
0.189844131,,,0.002519608,2.67E-05,0.486579895,2.10E-05,0.058345795,0.174491882,,0.037670135,0.000120163,0.004964828,0.027032852,,0.011940002,0.007419586,,,114.0116173,22.6023639
0.000131607,0.012794495,0.000951767,0.000379562,9.16E-05,0.187274933,0.332328796,0.006040573,0.23031044,0.002523422,0.087984085,1.91E-06,0.003908157,0.099071503,0.003583908,0.001981735,0.030008316,0.000303268,0.001306534,113.918609,22.5082798
,0.009468079,3.81E-06,,,0.048110962,0.071743011,0.000768661,0.674131393,0.001018524,0.131464005,0.009132385,0.00047493,0.002504349,0.000400543,0.000984192,0.050769806,,1.91E-06,114.1225025,22.60858852
0.013713837,0.002634048,0.002744675,,,0.197986603,0.443361282,0.001356125,0.061796188,0.003606796,0.172676086,0.007080078,0.005609512,0.068023682,0.001777649,0.000205994,0.015302658,0.000511169,0.002590179,113.9980583,22.66215733
,0.055160522,0.000230789,1.91E-06,,0.137769699,0.152147293,4.39E-05,0.503557205,0.008436203,0.052042007,0.000802994,0.004796982,0.000553131,0.012800217,0.000606537,0.070304871,,0.001722336,114.0950928,22.56163233
0.000823975,0.008865356,,0.000181198,,0.01392746,0.435567856,,0.432077408,1.34E-05,0.061702728,0.001279831,,0.023551941,0.000156403,0.001098633,0.021730423,,,113.8715813,22.58904877
1.91E-06,0.000247955,0.000440598,,,0.006944656,0.453639984,0.000286102,0.311342239,0.001216888,0.102834702,0.014377594,0.004734039,0.065986633,1.34E-05,1.53E-05,0.038776398,0.000118256,,113.8866149,22.5881135
0.000106812,0.004306793,,,,0.092826843,0.519124985,,0.26922226,,0.080299377,0.007608414,0.016698837,,,6.48E-05,0.01042366,0.000293732,,113.9544512,22.54565468
0.001354218,0.008274078,5.72E-06,1.91E-06,,0.013921738,0.302576065,0.006261826,0.394966125,0.002725601,0.159221649,0.075466156,0.001657486,0.012569427,0.000146866,0.013149261,0.008674622,3.81E-06,,114.1031506,22.56927093
1.34E-05,0.00019455,,,,0.059118271,0.544376373,0.000146866,0.172891617,3.81E-06,0.080471039,,0.003108978,0.105592728,0.000354767,0.000635147,0.033855438,3.81E-05,0.000175476,113.957942,22.59072237
0.00185585,0.031793594,0.000143051,,,0.208667755,0.083303452,2.86E-05,0.516418457,,0.078126907,0.027212143,0.005571365,0.036884308,0.000179291,0.000463486,0.010328293,,,114.0604858,22.54421771
5.72E-06,0.006362915,,,,0.058885574,0.507211685,,0.295982361,,0.126789093,0.000431061,0.00028801,7.25E-05,,2.10E-05,0.00491333,1.34E-05,,114.0646654,22.6192355
0.000106812,0.009414673,0.001079559,,,0.404441833,0.319986343,9.73E-05,0.038597107,0.003801346,0.199302673,0.000762939,6.87E-05,0.007816315,0.001375198,3.24E-05,0.014093399,,,114.1106872,22.65656475
0.004205704,0.007810593,0.000448227,1.91E-06,1.91E-06,0.142637253,0.475271225,,0.06612587,0.001686096,0.1680336,0.010925293,0.00831604,0.071464539,0.002620697,0.000749588,0.040626526,3.81E-05,1.34E-05,114.0316038,22.60920433
0.039274216,0.006313324,1.72E-05,,0.000637054,0.508176804,0.119634628,0.117055893,0.054191589,1.72E-05,0.079219818,3.05E-05,0.012744904,0.038484573,0.023561478,4.58E-05,0.001449585,0.00012207,,114.0336914,22.56489844
0.000717163,0.000896454,,,2.86E-05,0.180761337,0.413129807,8.58E-05,0.142799377,0.00287056,0.143501282,,0.001146317,0.055419922,0.000123978,0.000204086,0.059045792,0.000246048,,113.8735431,22.56068353
0.000597,0.062801361,0.000360489,7.63E-06,,0.189556122,0.485622406,0.005653381,0.047962189,3.81E-05,0.148393631,0.048402786,0.001794815,0.006473541,8.96E-05,0.000772476,0.002447128,3.81E-06,,114.0582886,22.54249621
,0.000217438,,,,0.111703873,0.359170914,9.54E-05,0.284654617,1.53E-05,0.168451309,0.00129509,0.000991821,0.061229706,0.000482559,0.000347137,0.012321472,,,113.9144491,22.58989794
,0.001045227,0.000204086,,,0.143373489,0.000432968,0.00933075,0.648094177,0.000257492,0.118953705,0.004798889,0.007385254,0.006212234,0.000835419,0.000986099,0.059066772,,,113.9693793,22.52321871
7.63E-05,0.001407623,5.53E-05,,0.000135422,0.270957947,0.392168045,4.20E-05,0.055332184,1.53E-05,0.212070465,0.003238678,0.00687027,0.031476974,0.000146866,0.003011703,0.023956299,1.53E-05,,114.1338992,22.62384275
0.009243011,0.003835678,0.000839233,,,0.180995941,0.460208893,0.001363754,0.052427292,0.005708694,0.138103485,0.001739502,0.021066666,0.056505203,0.00491333,0.009536743,0.054100037,0.000389099,,113.9407373,22.52087238
0.000335693,0.031406403,,,,0.057992935,0.313129425,,0.384952545,0.000867844,0.168018341,0.013864517,0.000627518,0.003484726,0.000862122,0.001554489,0.02387619,3.81E-06,,113.8759933,22.59580848
1.91E-05,,,5.53E-05,,0.071691513,0.335041046,1.91E-06,0.443260193,,0.129325867,0.006052017,0.00223732,0.008708954,1.91E-06,0.000711441,0.003602982,0.000267029,,113.925993,22.61249622
,,,,,0.000747681,0.13915062,0.000564575,0.677404404,,0.063110352,0.081455231,8.39E-05,0.033893585,9.54E-05,,0.004323959,,0.000146866,113.9317583,22.58382656
,,,,,0.033504486,0.199928284,,0.758691788,,0.005775452,0.002933502,0.000143051,,,,,,,113.9241506,22.58301907
0.001365662,0.001670837,,,,0.019182205,0.533624649,0.000574112,0.259943008,1.91E-06,0.144077301,0.019077301,0.000787735,,,0.005008698,0.015663147,,,114.139832,22.55619148
0.00037384,0.003961563,,,,0.002052307,0.548036575,0.000173569,0.22842598,,0.16271019,,0.003868103,0.008127213,,,0.043148041,9.92E-05,,113.9644858,22.56144079
,0.000417709,0.000476837,,,0.010484695,0.008142471,,0.747224808,,0.083917618,0.143230438,0.001829147,9.54E-06,,,0.005243301,,,113.997616,22.52936307
,,,,,0.02265358,0.156835556,,0.677400589,,0.050004959,0.057401657,0.004140854,0.00094223,,0.019273758,0.01232338,,,114.0414684,22.51323187
7.63E-06,0.013885498,0.002574921,0.000205994,,0.070171356,0.014003754,,0.676719666,0.006004333,0.176771164,0.01209259,0.000492096,0.007247925,0.002254486,0.000102997,0.018417358,2.29E-05,1.91E-06,113.9014002,22.58249596
0.063220978,0.057016373,0.004705429,1.91E-05,,0.093704224,0.329654694,0.037109375,0.302324295,0.003614426,0.055740356,0.007963181,0.001152039,0.018924713,0.002408981,0.0038414,0.019475937,,0.000101089,114.0552876,22.66625673
,0.063734055,,,,0.007324219,0.231151581,,0.628513336,,0.063091278,0.000360489,0.002634048,0.00025177,,0.003282547,0.00063324,,,114.0503558,22.59069041
0.000579834,0.026473999,3.81E-05,,,0.008142471,0.044679642,1.14E-05,0.636173248,0.00214386,0.162494659,,0.000898361,0.077161789,0.00220871,1.72E-05,0.039951324,,1.91E-06,113.9459176,22.52752686
1.91E-05,0.005994797,,0.090431213,1.91E-06,0.012794495,0.530910492,0.00025177,0.184429169,,0.155797958,0.007530212,0.002954483,7.06E-05,,0.004384995,0.005355835,4.96E-05,,114.0682983,22.54865884
2.86E-05,0.000482559,0.000156403,,,0.025661469,0.565141678,0.000265121,0.001621246,1.53E-05,0.127113342,0.001346588,0.002319336,0.232803345,0.000328064,0.000873566,0.042818069,1.91E-06,,113.8572972,22.56094824
5.72E-05,0.001344681,,0.003139496,0.000225067,0.043087006,0.41091156,9.35E-05,0.29221344,4.96E-05,0.174057007,0.012332916,0.005008698,0.035326004,,0.000926971,0.022146225,5.72E-05,,114.1354489,22.62631404
3.05E-05,0.011314392,,,,0.174285889,0.239839554,,0.361995697,,0.147838593,0.014154434,0.000841141,0.019533157,0.000148773,0.003330231,0.027662277,1.91E-06,,114.1523034,22.60791019
,8.58E-05,,,,0.107837677,0.503843307,,0.204790115,0.000606537,0.137615204,0.014364243,0.004327774,0.007581711,7.63E-05,4.58E-05,0.019666672,0.000135422,,113.8598566,22.55712404
0.01014328,,,0.000188828,,0.001520157,0.136764526,,0.751337051,,0.054128647,3.81E-06,0.00122261,0.040174484,,0.001865387,0.003627777,,,113.9172391,22.50830078
0.082553864,0.002946854,9.35E-05,0.004838943,,0.09869957,0.562526703,0.016132355,0.022315979,0.000268936,0.125707626,0.000841141,0.004899979,0.055166245,0.000923157,0.011089325,0.011619568,0.000352859,,114.0614706,22.64262182
3.81E-06,0.001852036,7.63E-05,0.045385361,,0.223672867,0.102834702,,0.39409256,,0.132995605,0.000226974,0.002399445,0.064832687,7.63E-06,0.000160217,0.032436371,,,113.9441451,22.59434661
0.000383377,0.015424728,0.005361557,1.14E-05,,0.608434677,0.172393799,0.000202179,0.05664444,0.002326965,0.099992752,,0.001157761,0.007493973,0.002311707,0.000267029,0.027223587,3.81E-05,0.001308441,114.0185658,22.66360113
1.34E-05,0.007545471,0.000104904,9.54E-06,,0.016641617,0.661396027,,0.077688217,1.34E-05,0.140165329,0.056957245,0.002187729,0.034313202,0.000211716,0.00255394,0.000368118,0.000768661,3.81E-05,113.8620314,22.64843107
0.464155197,0.011686325,,0.003913879,,0.498790741,0.0001297,,0.02139473,,0.000396729,,,,3.05E-05,0.000478745,,,,113.930265,22.5076552
0.008203506,0.005998611,,,,0.062057495,0.348556519,6.29E-05,0.383609772,,0.128007889,0.048563004,0.000385284,0.009250641,0.000999451,3.81E-06,0.005271912,3.81E-06,1.91E-06,114.0344279,22.6520591
0.021343231,0.005149841,0.000139236,,,0.002859116,0.615472794,0.000123978,0.080293655,,0.261432648,,0.001598358,0.004293442,,0.00687027,0.001216888,0.000183105,,114.1642504,22.64739236
,0.014266968,4.01E-05,,,0.015476227,0.592687607,,0.121120453,0.00069809,0.205097198,0.001480103,0.00617218,0.005622864,0.000488281,0.001768112,0.035364151,0.000694275,,113.9381488,22.48876406
0.002286911,0.010980606,0.00028801,,,0.077547073,0.260757446,,0.464992523,5.72E-06,0.126447678,0.012025833,0.003393173,0.009098053,0.00176239,0.000211716,0.031179428,,,114.1014735,22.58568863
3.81E-06,0.016389847,0.001001358,,,0.160421371,0.276842117,0.000305176,0.233442307,0.007133484,0.162845612,,0.018947601,0.052700043,0.003288269,0.046230316,0.020174026,0.00071907,0.00053215,114.017313,22.66516015
,0.019687653,5.91E-05,0.005867004,,0.083219528,0.550075531,0.001897812,0.089424133,0.001403809,0.144674301,0.005767822,0.014801025,0.010986328,0.009408951,0.00287056,0.060159683,0.000673294,,113.8903132,22.55029956
,3.43E-05,,,,0.000453949,0.351198196,,0.456342697,0.000495911,0.13942337,0.005563736,0.003046036,0.00021553,1.72E-05,7.63E-06,0.043470383,,0.000707626,113.9922372,22.5267043
1.91E-06,0.007413864,,,,0.154026031,0.302873611,0.000185013,0.363735199,3.24E-05,0.095176697,0.006263733,0.009660721,0.012752533,0.001579285,0.000801086,0.045671463,,0.000802994,113.8389554,22.60662294
0.005363464,0.00992012,,7.63E-06,,0.05550766,0.675632477,0.003818512,0.046396255,,0.126319885,0.000175476,0.004894257,0.0195961,1.53E-05,0.002254486,0.051017761,5.72E-05,,114.1311211,22.63728934
0.000295639,0.006538391,,,,0.010292053,0.489744186,4.58E-05,0.24848175,,0.19080162,0.01770401,0.005249023,0.000150681,5.72E-06,0.000986099,0.030679703,1.91E-06,,114.0570555,22.6694789
0.000183105,0.018024445,,0.015340805,,0.165834427,0.504455566,0.000976563,0.138395309,2.29E-05,0.115367889,0.002979279,0.000680923,0.019565582,0.000219345,0.001346588,0.01758194,1.91E-06,,114.1362853,22.54949899
,0.002128601,,,,0.162763596,,0.000144958,0.537412643,0.002773285,0.139070511,0.001489639,0.003427505,0.13650322,0.001371384,3.81E-06,0.013885498,,1.91E-06,114.1284671,22.54382426
1.72E-05,2.10E-05,,2.29E-05,,0.003599167,0.444635391,,0.354810715,9.54E-06,0.166307449,0.001083374,0.000741959,0.003513336,0.004583359,0.000427246,0.021203995,,,114.0020342,22.63514304
0.002393723,0.027441025,4.20E-05,,,0.006345749,0.270946503,0.0008564,0.460130692,0.001569748,0.140741348,0.066949844,0.009025574,0.011514664,,0.002243042,0.000318527,0.000417709,4.01E-05,114.0375617,22.65845042
,0.0098629,,,,0.015375137,0.400030136,0.000905991,0.42824173,0.003274918,0.087211609,0.002168655,0.00220108,0.019878387,0.000469208,0.001199722,0.030153275,3.81E-06,,113.915584,22.58418941
0.004243851,0.003013611,0.000646591,0.011621475,0.000234604,0.146820068,0.278722763,,0.17065239,0.011453629,0.152078629,,0.003686905,0.190841675,0.002788544,0.001663208,0.021509171,0.000862122,0.000137329,114.113305,22.60309103
,0.064590454,,,,0.080684662,0.186910629,0.000282288,0.596035004,0.000198364,0.056371689,0.000904083,0.009159088,7.63E-06,0.000350952,0.004377365,0.001104355,,,114.129709,22.55935158
0.101085663,0.014326096,6.10E-05,0.035369873,0.00053978,0.283977509,0.259473801,1.91E-06,0.051282883,0.008998871,0.123577118,1.91E-06,0.023979187,0.072399139,0.002277374,0.011808395,0.011095047,0.000379562,0.000341415,113.9194568,22.50853277
0.008327484,0.036546707,,,,0.251737595,0.412336349,0.006374359,0.074525833,0.003967285,0.138395309,8.96E-05,0.005496979,0.004714966,0.003269196,6.68E-05,0.054208755,3.24E-05,0.000886917,113.8608442,22.63562205
,,,,,0.025650024,0.486448288,,0.334375381,,0.06391716,0.035839081,0.000814438,0.052719116,,,0.001213074,,,113.9392666,22.49298779
,0.000501633,4.77E-05,0.083587646,,0.114931107,0.042539597,,0.574071884,0.001672745,0.102649689,0.00201416,0.000465393,0.012403488,0.019403458,,0.04668808,,,114.1269714,22.56024154
0.000125885,0.011583328,,5.34E-05,0.000322342,0.005313873,0.293243408,0.000131607,0.458215714,1.91E-06,0.164608002,0.050905228,0.003005981,0.007854462,0.000356674,0.000461578,0.003582001,0.000404358,0.000806808,113.8841521,22.67236822
,0.025094986,,,,0.022373199,0.246349335,0.004072189,0.509620667,0.013931274,0.076044083,0.051086426,0.001296997,0.016349792,0.000387192,0.001062393,0.033269882,3.81E-05,,114.1124842,22.56668013
0.000642776,0.000635147,3.05E-05,,,0.057390213,0.558759689,0.037559509,0.155977249,,0.10137558,,0.00030899,0.057750702,0.000663757,0.000797272,0.029079437,5.72E-06,,113.9664055,22.56087996
0.001102448,0.000480652,1.14E-05,,,0.031490326,0.288434982,,0.52422905,0.000722885,0.078998566,0.020313263,0.003341675,0.045921326,0.000745773,0.001207352,0.003940582,3.62E-05,,114.0172187,22.64729947
,4.39E-05,,,0.000177383,0.00037384,0.545558929,0.000713348,0.198497772,,0.182106018,0.007997513,0.011978149,0.005865097,,0.006057739,0.040792465,0.000814438,,113.9389897,22.56491161
,0.062051773,,,,0.00384903,0.636535645,,0.165555954,,0.117586136,0.004102707,0.004436493,0.002985001,9.54E-06,7.06E-05,0.003787994,5.72E-06,,113.9273233,22.66400494
0.000782013,0.018735886,,0.048439026,9.54E-06,0.100402832,0.557126999,0.00223732,0.019304276,,0.184383392,0.000219345,0.005990982,0.041475296,0.000825882,0.001134872,0.01717186,0.002731323,5.72E-06,113.9564754,22.57121713
1.91E-06,0.000246048,,,,0.000116348,0.003076553,0.001161575,0.808973312,0.000328064,0.138492584,0.004867554,0.003339767,0.011474609,0.000883102,0.001760483,0.026254654,,,113.9426927,22.53241733
2.10E-05,0.002256393,,,,0.003227234,0.00154686,0.001274109,0.756866455,,0.127063751,0.013324738,0.000684738,0.055202484,0.000261307,0.001115799,0.038131714,,,114.055933,22.51202006
,,7.06E-05,,,0.029691696,0.43144989,3.81E-06,0.287691116,0.003427505,0.103662491,0.036361694,0.007472992,0.047769547,9.92E-05,8.58E-05,0.053190231,,,114.0496826,22.67138574
0.273273468,0.01978302,0.00213623,0.000141144,,0.585754395,0.02718544,,0.028465271,0.004581451,0.042285919,,7.82E-05,0.008909225,0.00535965,0.001882553,0.001140594,,,113.8819303,22.57848411
0.013931274,0.006277084,0.000188828,,,0.159921646,0.398633957,0.023017883,0.13561821,0.007732391,0.050546646,0.013523102,0.019641876,0.092338562,0.008773804,0.027318954,0.043512344,,,114.0595282,22.61899656
0.000230789,0.005399704,,0.00028801,0.000370026,0.124231339,0.404418945,0.001621246,0.192140579,0.001459122,0.174171448,0.004255295,0.001543045,0.057893753,0.001262665,,0.031686783,1.91E-06,1.91E-06,114.0913086,22.54457368
3.24E-05,3.81E-06,,,,0.001678467,0.382797241,0.003801346,0.463264465,0.004522324,0.082170486,0.024335861,0.008895874,0.014600754,0.000478745,3.81E-06,0.014266968,0.000123978,,113.9342652,22.48640131
0.001550674,0.027393341,0.003786087,0.022928238,,0.491981506,0.22536087,0.000762939,0.01282692,0.015686035,0.089109421,,0.0219841,0.008045197,0.009918213,0.001749039,0.066108704,0.000434875,0.001350403,113.9490465,22.54556866
0.000349045,0.011648178,8.20E-05,,0.000133514,0.245897293,0.349412918,,0.129526138,5.72E-06,0.188236237,0.016704559,0.004930496,0.047468185,0.00084877,0.001995087,0.002790451,0.000947952,,113.8270359,22.63572911
,0.018585205,,,,,0.019031525,,0.772003174,,0.053939819,7.44E-05,0.000473022,0.02022171,,0.000749588,0.115898132,,,113.906008,22.52641956
0.000541687,0.019256592,,,,0.004590988,0.212644577,0.002347946,0.57009697,,0.070432663,0.072101593,0.020191193,3.81E-06,,0.023672104,0.004047394,0.001049042,,114.0475342,22.62149327
0.00938797,0.064670563,,0.000249863,4.39E-05,0.003774643,0.6764431,,0.077075958,8.96E-05,0.120803833,0.001207352,0.00276947,0.041757584,0.000196457,0.000900269,0.001605988,,,113.930239,22.66674324
0.000411987,0.000896454,0.00021553,,,0.061388016,0.014432907,,0.827644348,0.040584564,0.041606903,,0.001358032,0.004016876,0.001018524,0.005569458,0.001783371,,4.96E-05,113.9322737,22.5609736
